Unnamed: 0,Rk,Date,Comp,Round,Venue,Scorer,Opponent,Start,xG,PSxG,Body Part,Distance,Minute,Score,Goalkeeper,Assist,GCA1,Type,GCA2,Type.1,Notes,Scorer-p,GCA1-p,GCA2-p
40,41,2024-01-13,La Liga,Matchweek 20,Away,Mikel Oyarzabal,Athletic Club,Y*,0.86,0.71,Other,6.0,88,0-2,Unai Simón,Aihen Muñoz,Aihen Muñoz,Shot,,,,LW,LB,
43,44,2024-01-20,La Liga,Matchweek 21,Away,Brais Méndez,Celta Vigo,Y,0.02,0.29,Left Foot,32.0,11,0-0,Vicente Guaita,Beñat Turrientes,Beñat Turrientes,Pass (Live),Jon Pacheco,Pass (Live),,CAM,MF,CB
44,45,2024-01-23,Copa del Rey,Quarter-finals,Away,Mikel Oyarzabal,Celta Vigo,Y*,,,,,2,0-0,Iván Villar,Mikel Merino,Mikel Merino,,,,,LW,MF,
45,46,2024-01-23,Copa del Rey,Quarter-finals,Away,Sheraldo Becker,Celta Vigo,Y,,,,,66,1-0,Iván Villar,Brais Méndez,Brais Méndez,,,,,ST,CAM,
46,47,2024-02-18,La Liga,Matchweek 25,Away,Takefusa Kubo,Mallorca,Y,0.09,0.23,Left Foot,15.0,38,0-1,Predrag Rajković,Igor Zubeldia,Igor Zubeldia,Pass (Live),,,,RW,CB,
47,48,2024-02-18,La Liga,Matchweek 25,Away,Mikel Merino,Mallorca,Y*,0.18,0.57,Head,9.0,90+3,1-1,Predrag Rajković,Jon Pacheco,Jon Pacheco,Pass (Live),Jon Pacheco,Pass (Live),,MF,CB,CB
48,49,2024-02-23,La Liga,Matchweek 26,Home,Mikel Merino,Villarreal,N,0.32,0.83,Left Foot,9.0,86,0-2,Filip Jørgensen,,Sheraldo Becker,Shot,,,,MF,ST,
49,50,2024-02-27,Copa del Rey,Semi-finals,Home,Mikel Oyarzabal,Mallorca,N,,,,,71,0-1,Dominik Greif,Brais Méndez,Brais Méndez,,,,,LW,CAM,
52,53,2024-03-05,Champions Lg,Round of 16,Home,Mikel Merino,Paris S-G,Y,0.08,0.72,Left Foot,12.0,89,0-2,Gianluigi Donnarumma,,Takefusa Kubo,Pass (Live),Beñat Turrientes,Pass (Live),"Deflected, Volley",MF,RW,MF
53,54,2024-03-09,La Liga,Matchweek 28,Away,Umar Sadiq,Granada,Y,0.26,0.72,Head,8.0,33,0-1,Augusto Batalla,Brais Méndez,Brais Méndez,Pass (Live),Javi Galán,Pass (Live),,ST,CAM,LB
54,55,2024-03-09,La Liga,Matchweek 28,Away,Robin Le Normand,Granada,Y,0.23,0.06,Right Foot,11.0,80,1-2,Augusto Batalla,Kieran Tierney,Kieran Tierney,Pass (Live),Sheraldo Becker,Pass (Live),,CB,LB,ST
55,56,2024-03-09,La Liga,Matchweek 28,Away,André Silva,Granada,N,0.93,0.92,Right Foot,5.0,85,2-2,Augusto Batalla,,Beñat Turrientes,Shot,,,,ST,MF,
56,57,2024-03-15,La Liga,Matchweek 29,Home,Mikel Merino,Cádiz,Y,0.16,0.39,Right Foot,11.0,28,0-0,Jeremías Ledesma,Mikel Oyarzabal,Mikel Oyarzabal,Pass (Live),Takefusa Kubo,Pass (Dead),,MF,LW,RW
57,58,2024-03-15,La Liga,Matchweek 29,Home,Arsen Zakharyan,Cádiz,N,0.83,0.8,Right Foot,5.0,68,1-0,Jeremías Ledesma,Brais Méndez,Sheraldo Becker,Pass (Live),Brais Méndez,Pass (Live),,CAM,ST,CAM
58,59,2024-03-31,La Liga,Matchweek 30,Away,Jon Pacheco,Alavés,Y,0.39,0.12,Head,6.0,59,0-0,Antonio Sivera,Arsen Zakharyan,Arsen Zakharyan,Pass (Dead),,,,CB,CAM,
0,1,2023-08-11,La Liga,Matchweek 1,Home,Youssef En-Nesyri,Valencia,Y,0.38,0.75,Other,8.0,69,0-1,Giorgi Mamardashvili,Suso,Suso,Pass (Live),Suso,Take-On,,ST,RW,RW
1,2,2023-08-16,Super Cup,UEFA Super Cup,Away,Youssef En-Nesyri,Manchester City,Y,,,,,25,,,Marcos Acuña,Marcos Acuña,,,,,ST,LB,
3,4,2023-08-21,La Liga,Matchweek 2,Away,Érik Lamela,Alavés,Y,0.1,0.44,Left Foot,21.0,41,1-1,Antonio Sivera,Lucas Ocampos,Lucas Ocampos,Pass (Live),Érik Lamela,Pass (Live),,RW,LW,RW
4,5,2023-08-21,La Liga,Matchweek 2,Away,Rafa Mir,Alavés,N,0.03,0.5,Right Foot,22.0,90+7,2-4,Antonio Sivera,,Rafa Mir,Take-On,Rafa Mir,Take-On,,ST,ST,ST
5,6,2023-08-26,La Liga,Matchweek 3,Home,Nemanja Gudelj,Girona,Y,0.15,0.18,Right Foot,13.0,45+2,0-1,Paulo Gazzaniga,,Óliver Torres,Pass (Live),Lucas Ocampos,Pass (Live),,CB,MF,LW
6,7,2023-09-17,La Liga,Matchweek 5,Home,Dodi Lukebakio,Las Palmas,N,0.36,0.82,Left Foot,4.0,71,0-0,Álvaro Vallés,,Youssef En-Nesyri,Shot,,,Volley,RW,ST,
7,8,2023-09-20,Champions Lg,Group stage,Home,Lucas Ocampos,Lens,Y,0.01,0.2,Head,10.0,9,0-0,Brice Samba,Ivan Rakitić,Ivan Rakitić,Pass (Dead),Lucas Ocampos,Pass (Live),,LW,MF,LW
8,9,2023-09-26,La Liga,Matchweek 7,Home,Youssef En-Nesyri,Almería,Y,0.7,0.04,Head,8.0,7,0-0,Luís Maximiano,,Loïc Bade,Shot,,,,ST,DF,
9,10,2023-09-26,La Liga,Matchweek 7,Home,Dodi Lukebakio,Almería,Y,0.08,0.55,Right Foot,15.0,8,1-0,Luís Maximiano,,Dodi Lukebakio,Take-On,Suso,Pass (Live),,RW,RW,RW
10,11,2023-09-26,La Liga,Matchweek 7,Home,Suso,Almería,Y,0.03,0.33,Left Foot,23.0,38,2-0,Luís Maximiano,Djibril Sow,Djibril Sow,Pass (Live),Jesús Navas,Pass (Live),,RW,MF,RB
11,12,2023-09-26,La Liga,Matchweek 7,Home,Érik Lamela,Almería,Y,0.29,0.85,Left Foot,7.0,51,3-0,Luís Maximiano,Adrià Pedrosa,Djibril Sow,Pass (Live),Dodi Lukebakio,Pass (Live),Deflected,RW,MF,RW
12,13,2023-09-26,La Liga,Matchweek 7,Home,Kike Salas,Almería,N,0.15,0.39,Left Foot,13.0,90+2,4-1,Luís Maximiano,Juanlu Sánchez,Juanlu Sánchez,Pass (Live),Érik Lamela,Pass (Live),,CB,RB,RW
13,14,2023-10-03,Champions Lg,Group stage,Away,Nemanja Gudelj,PSV Eindhoven,Y,0.17,0.79,Right Foot,8.0,68,0-0,Walter Benítez,Sergio Ramos,Sergio Ramos,Pass (Live),Jesús Navas,Pass (Live),Volley,CB,CB,RB
14,15,2023-10-03,Champions Lg,Group stage,Away,Youssef En-Nesyri,PSV Eindhoven,Y,0.28,0.68,Head,9.0,87,1-1,Walter Benítez,Juanlu Sánchez,Juanlu Sánchez,Pass (Live),Dodi Lukebakio,Pass (Live),,ST,RB,RW
15,16,2023-10-07,La Liga,Matchweek 9,Home,Djibril Sow,Rayo Vallecano,Y,0.03,0.33,Right Foot,26.0,50,0-2,Stole Dimitrievski,Loïc Bade,Loïc Bade,Pass (Live),Youssef En-Nesyri,Pass (Live),,MF,DF,ST
16,17,2023-10-07,La Liga,Matchweek 9,Home,Youssef En-Nesyri,Rayo Vallecano,Y,0.05,0.37,Head,11.0,90+6,1-2,Stole Dimitrievski,Ivan Rakitić,Ivan Rakitić,Pass (Dead),Loïc Bade,Pass (Live),,ST,MF,DF
18,19,2023-10-24,Champions Lg,Group stage,Home,Nemanja Gudelj,Arsenal,Y,0.2,0.68,Head,9.0,58,0-2,David Raya,Ivan Rakitić,Ivan Rakitić,Pass (Dead),Nemanja Gudelj,Pass (Live),,CB,MF,CB
19,20,2023-10-28,La Liga,Matchweek 11,Away,Lucas Ocampos,Cádiz,Y,0.03,0.34,Head,13.0,37,0-2,Jeremías Ledesma,Juanlu Sánchez,Juanlu Sánchez,Pass (Live),Suso,Pass (Live),,LW,RB,RW
20,21,2023-10-28,La Liga,Matchweek 11,Away,Ivan Rakitić,Cádiz,Y*,0.03,0.72,Right Foot,16.0,60,1-2,Jeremías Ledesma,,Sergio Ramos,Shot,,,Volley,MF,CB,
21,22,2023-11-01,Copa del Rey,First round,Away,Rafa Mir,Quintanar,Y,,,,,22,0-0,David Moreno,Óliver Torres,Óliver Torres,,,,,ST,MF,
22,23,2023-11-01,Copa del Rey,First round,Away,Youssef En-Nesyri,Quintanar,Y,,,,,40,1-0,David Moreno,Érik Lamela,Érik Lamela,,,,,ST,RW,
24,25,2023-11-04,La Liga,Matchweek 12,Away,Youssef En-Nesyri,Celta Vigo,N,0.11,0.46,Left Foot,11.0,84,0-1,Vicente Guaita,,Suso,Pass (Live),Jesús Navas,Pass (Live),,ST,RW,RB
25,26,2023-11-12,La Liga,Matchweek 13,Home,Ivan Rakitić,Betis,Y,0.02,0.44,Right Foot,31.0,79,0-1,Francisco Barbosa,Dodi Lukebakio,Dodi Lukebakio,Pass (Live),Nemanja Gudelj,Pass (Live),,MF,RW,CB
26,27,2023-11-26,La Liga,Matchweek 14,Away,Youssef En-Nesyri,Real Sociedad,Y,0.18,0.49,Head,9.0,60,0-2,Álex Remiro,Adrià Pedrosa,Adrià Pedrosa,Pass (Live),Jesús Navas,Pass (Live),Deflected,ST,LB,RB
27,28,2023-11-29,Champions Lg,Group stage,Home,Sergio Ramos,PSV Eindhoven,Y,0.62,0.9,Left Foot,6.0,24,0-0,Walter Benítez,Ivan Rakitić,Ivan Rakitić,Pass (Dead),Dodi Lukebakio,Fouled,,CB,MF,RW
28,29,2023-11-29,Champions Lg,Group stage,Home,Youssef En-Nesyri,PSV Eindhoven,Y,0.46,0.43,Left Foot,15.0,47,1-0,Walter Benítez,Marcos Acuña,Marcos Acuña,Pass (Live),Dodi Lukebakio,Pass (Live),,ST,LB,RW
29,30,2023-12-03,La Liga,Matchweek 15,Home,Kike Salas,Villarreal,N,0.02,0.17,Head,14.0,75,0-0,Filip Jørgensen,Adrià Pedrosa,Adrià Pedrosa,Pass (Live),Dodi Lukebakio,Pass (Live),,CB,LB,RW
31,32,2023-12-06,Copa del Rey,Second round,Away,Federico Gattoni,Atlético Astorga,Y,,,,,68,1-0,Pablo Barredo,Joan Jordán,Joan Jordán,,,,,CB,MF,
32,33,2023-12-12,Champions Lg,Group stage,Away,Sergio Ramos,Lens,Y,0.79,0.95,Right Foot,14.0,79,0-1,Brice Samba,,Youssef En-Nesyri,Fouled,Kike Salas,Pass (Live),,CB,ST,CB
33,34,2023-12-19,La Liga,Matchweek 18,Away,Adrià Pedrosa,Granada,Y,0.03,0.56,Left Foot,20.0,23,0-0,André Ferreira,Suso,Suso,Pass (Live),,,Deflected,LB,RW,
34,35,2023-12-19,La Liga,Matchweek 18,Away,Lucas Ocampos,Granada,Y,0.02,0.23,Right Foot,31.0,32,1-0,André Ferreira,Youssef En-Nesyri,Youssef En-Nesyri,Interception,,,,LW,ST,
35,36,2023-12-19,La Liga,Matchweek 18,Away,Sergio Ramos,Granada,Y*,0.03,0.39,Head,12.0,49,2-0,André Ferreira,Suso,Suso,Pass (Dead),Youssef En-Nesyri,Fouled,,CB,RW,ST
37,38,2024-01-07,Copa del Rey,Round of 32,Away,Juanlu Sánchez,Racing Ferrol,Y,,,,,87,1-1,Gianfranco Gazzaniga,Rafa Mir,Rafa Mir,,,,,RB,ST,
38,39,2024-01-12,La Liga,Matchweek 20,Home,Rafa Mir,Alavés,N,0.58,0.97,Other,2.0,70,0-2,Antonio Sivera,,Juanlu Sánchez,Pass (Live),Djibril Sow,Pass (Live),,ST,RB,MF
39,40,2024-01-12,La Liga,Matchweek 20,Home,Lucas Ocampos,Alavés,Y,0.79,0.96,Right Foot,13.0,82,1-2,Antonio Sivera,,Mariano,Fouled,Lucas Ocampos,Pass (Live),,LW,ST,LW
40,41,2024-01-16,Copa del Rey,Round of 16,Away,Sergio Ramos,Getafe,Y*,,,,,8,0-0,David Soria,Suso,Suso,,,,,CB,RW,
41,42,2024-01-16,Copa del Rey,Round of 16,Away,Isaac Bernal,Getafe,Y,,,,,48,1-1,David Soria,Lucas Ocampos,Lucas Ocampos,,,,,ST,LW,
42,43,2024-01-16,Copa del Rey,Round of 16,Away,Isaac Bernal,Getafe,Y,,,,,55,2-1,David Soria,Djibril Sow,Djibril Sow,,,,,ST,MF,
43,44,2024-01-21,La Liga,Matchweek 21,Away,Isaac Bernal,Girona,Y,,,,,10,0-0,Paulo Gazzaniga,Adrià Pedrosa,Adrià Pedrosa,,,,,ST,LB,
44,45,2024-01-28,La Liga,Matchweek 22,Home,Isaac Bernal,Osasuna,Y,,,,,24,0-0,Sergio Herrera,Marcos Acuña,Marcos Acuña,,,,,ST,LB,
45,46,2024-02-05,La Liga,Matchweek 23,Away,Youssef En-Nesyri,Rayo Vallecano,Y,0.19,0.31,Left Foot,20.0,19,0-0,Stole Dimitrievski,,Marcos Acuña,Pass (Live),Marcão,Pass (Live),,ST,LB,CB
46,47,2024-02-05,La Liga,Matchweek 23,Away,Youssef En-Nesyri,Rayo Vallecano,Y,0.13,0.41,Left Foot,11.0,45,1-1,Stole Dimitrievski,Isaac Bernal,Isaac Bernal,Pass (Live),Lucas Ocampos,Pass (Live),,ST,ST,LW
47,48,2024-02-11,La Liga,Matchweek 24,Home,Isaac Bernal,Atlético Madrid,Y,,,,,15,0-0,Jan Oblak,Lucas Ocampos,Lucas Ocampos,,,,,ST,LW,
49,50,2024-03-02,La Liga,Matchweek 27,Home,Youssef En-Nesyri,Real Sociedad,Y,0.03,0.04,Left Foot,13.0,13,1-0,Álex Remiro,Isaac Bernal,Isaac Bernal,Pass (Live),,Take-On,,ST,ST,
50,51,2024-03-02,La Liga,Matchweek 27,Home,Sergio Ramos,Real Sociedad,Y,0.01,0.36,Head,15.0,65,2-1,Álex Remiro,Óliver Torres,Óliver Torres,Pass (Live),Suso,Pass (Dead),Deflected,CB,MF,RW
51,52,2024-03-11,La Liga,Matchweek 28,Away,Dodi Lukebakio,Almería,N,0.18,0.34,Left Foot,14.0,81,0-1,Luís Maximiano,Isaac Bernal,Isaac Bernal,Pass (Live),Lucas Ocampos,Tackle,,RW,ST,LW
52,53,2024-03-11,La Liga,Matchweek 28,Away,Lucas Ocampos,Almería,Y,0.16,0.4,Left Foot,5.0,86,1-1,Luís Maximiano,Isaac Bernal,Isaac Bernal,Shot,,,,LW,ST,
53,54,2024-03-17,La Liga,Matchweek 29,Home,Youssef En-Nesyri,Celta Vigo,Y,0.57,0.94,Left Foot,17.0,18,0-0,Vicente Guaita,,Youssef En-Nesyri,Tackle,Lucas Ocampos,Pass (Live),,ST,ST,LW
54,55,2024-03-30,La Liga,Matchweek 30,Away,Sergio Ramos,Getafe,Y*,0.49,0.87,Right Foot,3.0,5,0-0,David Soria,,Sergio Ramos,Pass (Live),Loïc Bade,Pass (Live),,CB,CB,DF
0,1,2023-08-11,La Liga,Matchweek 1,Away,Mouctar Diakhaby,Sevilla,Y,0.29,0.29,Left Foot,15.0,60,0-0,Yassine Bounou,Domingos André Ribeiro Almeida,Domingos André Ribeiro Almeida,Pass (Live),Francisco Perez,Pass (Live),,CB,CAM,RW
1,2,2023-08-11,La Liga,Matchweek 1,Away,Javier Guerra,Sevilla,N,0.25,0.57,Right Foot,14.0,88,1-1,Yassine Bounou,Hugo Duro,Hugo Duro,Pass (Live),Cenk Özkacar,Pass (Live),,MF,ST,CB
4,5,2023-09-16,La Liga,Matchweek 5,Home,Hugo Duro,Atlético Madrid,Y,0.18,0.25,Left Foot,3.0,5,0-0,Jan Oblak,,José Luis Gayà,Pass (Live),Mouctar Diakhaby,Pass (Live),Deflected,ST,LB,CB
5,6,2023-09-16,La Liga,Matchweek 5,Home,Hugo Duro,Atlético Madrid,Y,0.11,0.14,Right Foot,9.0,34,1-0,Jan Oblak,Francisco Perez,Hugo Duro,Take-On,Francisco Perez,Pass (Live),,ST,ST,RW
6,7,2023-09-16,La Liga,Matchweek 5,Home,Javier Guerra,Atlético Madrid,Y,0.06,0.22,Right Foot,22.0,54,2-0,Jan Oblak,Thierry Correia,Javier Guerra,Take-On,Thierry Correia,Pass (Live),,MF,MF,RB
7,8,2023-09-23,La Liga,Matchweek 6,Away,Diego López,Almería,Y,0.28,0.56,Right Foot,10.0,14,0-0,Luís Maximiano,Javier Guerra,Diego López,Pass (Live),José Luis Gayà,Pass (Live),,LW,LW,LB
8,9,2023-09-23,La Liga,Matchweek 6,Away,Javier Guerra,Almería,Y,0.37,0.89,Right Foot,10.0,63,1-1,Luís Maximiano,Francisco Perez,Francisco Perez,Pass (Live),Francisco Perez,Take-On,,MF,RW,RW
9,10,2023-10-07,La Liga,Matchweek 9,Away,Diego López,Mallorca,Y,0.09,0.42,Head,11.0,45+3,0-1,Predrag Rajković,Thierry Correia,Thierry Correia,Pass (Live),José Luis García Vayá,Pass (Live),,LW,RB,MF
10,11,2023-10-23,La Liga,Matchweek 10,Home,José Luis Gayà,Cádiz,Y*,0.17,0.79,Left Foot,11.0,4,0-0,Jeremías Ledesma,Selim Amallah,Selim Amallah,Pass (Live),José Luis Gayà,Pass (Live),,LB,CAM,LB
11,12,2023-10-23,La Liga,Matchweek 10,Home,Hugo Duro,Cádiz,Y,0.95,0.89,Head,3.0,25,1-0,Jeremías Ledesma,,Thierry Correia,Shot,,,,ST,RB,
12,13,2023-10-29,La Liga,Matchweek 11,Away,Francisco Perez,Athletic Club,Y,0.24,0.74,Right Foot,17.0,62,0-1,Unai Simón,Hugo Duro,Hugo Duro,Pass (Live),Diego López,Pass (Live),,RW,ST,LW
13,14,2023-10-29,La Liga,Matchweek 11,Away,Hugo Duro,Athletic Club,Y,0.77,0.95,Right Foot,4.0,68,1-1,Unai Simón,Francisco Perez,Francisco Perez,Pass (Live),José Luis García Vayá,Pass (Live),,ST,RW,MF
15,16,2023-11-02,Copa del Rey,First round,Away,Diego López,UD Logroñés,N,,,,,88,1-0,Alejandro Daza,Pablo Gozalbez,Pablo Gozalbez,,,,,LW,CAM,
16,17,2023-11-05,La Liga,Matchweek 12,Home,José Luis García Vayá,Granada,Y,0.79,0.99,Right Foot,13.0,45+7,0-0,André Ferreira,,Hugo Duro,Fouled,Thierry Correia,Pass (Dead),,MF,ST,RB
17,18,2023-11-11,La Liga,Matchweek 13,Away,Hugo Duro,Real Madrid,Y,0.27,0.48,Right Foot,12.0,88,0-5,Andriy Lunin,Hugo González,Hugo González,Pass (Live),Dimitri Foulquier,Pass (Live),Volley,ST,RW,RB
20,21,2023-12-16,La Liga,Matchweek 17,Home,Hugo Guillamón,Barcelona,Y,0.05,0.39,Right Foot,20.0,70,0-1,Iñaki Peña,Diego López,Francisco Perez,Pass (Live),José Luis García Vayá,Pass (Live),,MF,RW,MF
21,22,2023-12-19,La Liga,Matchweek 18,Away,Sergi Canós,Rayo Vallecano,Y,0.04,0.21,Right Foot,17.0,61,0-0,Stole Dimitrievski,Diego López,Diego López,Pass (Live),Hugo Duro,Pass (Live),,RW,LW,ST
22,23,2024-01-02,La Liga,Matchweek 19,Home,Roman Yaremchuk,Villarreal,Y,0.35,0.66,Right Foot,12.0,4,0-0,Filip Jørgensen,José Luis Gayà,José Luis Gayà,Pass (Live),José Luis García Vayá,Pass (Live),,ST,LB,MF
23,24,2024-01-02,La Liga,Matchweek 19,Home,José Luis García Vayá,Villarreal,Y,0.79,0.98,Right Foot,13.0,27,1-0,Filip Jørgensen,,Hugo Duro,Fouled,José Luis Gayà,Pass (Live),,MF,ST,LB
25,26,2024-01-07,Copa del Rey,Round of 32,Away,Sergi Canós,Cartagena,N,,,,,73,0-1,Raúl Lizoain,José Luis Gayà,José Luis Gayà,,,,,RW,LB,
26,27,2024-01-07,Copa del Rey,Round of 32,Away,José Luis Gayà,Cartagena,N,,,,,106,1-1,Raúl Lizoain,Cenk Özkacar,Cenk Özkacar,,,,,LB,CB,
27,28,2024-01-14,La Liga,Matchweek 20,Away,Hugo Duro,Cádiz,Y,0.52,0.94,Left Foot,10.0,8,0-0,Jeremías Ledesma,Diego López,Diego López,Pass (Live),Diego López,Take-On,,ST,LW,LW
28,29,2024-01-14,La Liga,Matchweek 20,Away,Diego López,Cádiz,Y,0.26,0.71,Right Foot,13.0,52,1-1,Jeremías Ledesma,Sergi Canós,Sergi Canós,Pass (Live),,,,LW,RW,
29,30,2024-01-14,La Liga,Matchweek 20,Away,Javier Guerra,Cádiz,N,0.43,0.69,Right Foot,21.0,90+4,2-1,Jeremías Ledesma,Diego López,Diego López,Pass (Live),,,,MF,LW,
30,31,2024-01-14,La Liga,Matchweek 20,Away,Jesus Vazquez,Cádiz,N,0.56,0.81,Left Foot,8.0,90+8,3-1,Jeremías Ledesma,Alberto Marí,Alberto Marí,Pass (Live),Thierry Correia,Pass (Dead),,LB,ST,RB
32,33,2024-01-20,La Liga,Matchweek 21,Home,Hugo Duro,Athletic Club,Y,0.09,0.35,Head,8.0,61,0-0,Unai Simón,José Luis Gayà,José Luis Gayà,Pass (Live),Diego López,Pass (Live),,ST,LB,LW
33,34,2024-02-03,La Liga,Matchweek 23,Home,Hugo Duro,Almería,Y,0.15,0.13,Right Foot,17.0,14,0-0,Luís Maximiano,Diego López,Diego López,Pass (Live),Dimitri Foulquier,Pass (Live),,ST,LW,RB
34,35,2024-02-03,La Liga,Matchweek 23,Home,Roman Yaremchuk,Almería,Y,0.25,0.64,Head,9.0,23,1-0,Luís Maximiano,José Luis García Vayá,José Luis García Vayá,Pass (Live),José Luis Gayà,Pass (Live),,ST,MF,LB
35,36,2024-03-02,La Liga,Matchweek 27,Home,Hugo Duro,Real Madrid,Y,0.17,0.77,Head,10.0,27,0-0,Andriy Lunin,Francisco Perez,Francisco Perez,Shot,,,,ST,RW,
36,37,2024-03-02,La Liga,Matchweek 27,Home,Roman Yaremchuk,Real Madrid,Y,0.57,0.16,Left Foot,13.0,30,1-0,Andriy Lunin,,Roman Yaremchuk,Take-On,,,,ST,ST,
37,38,2024-03-09,La Liga,Matchweek 28,Home,Hugo Duro,Getafe,Y,0.38,0.4,Left Foot,14.0,40,0-0,David Soria,Sergi Canós,Sergi Canós,Pass (Live),Cenk Özkacar,Pass (Live),,ST,RW,CB
38,39,2024-04-04,La Liga,Matchweek 26,Away,Domingos André Ribeiro Almeida,Granada,N,0.04,0.31,Right Foot,18.0,77,0-0,Augusto Batalla,,Diego López,Shot,,,,CAM,LW,
0,1,2023-08-13,La Liga,Matchweek 1,Home,Jorge Cuenca,Betis,Y,0.02,0.14,Head,14.0,61,0-1,Rui Silva,Alex Baena,Alex Baena,Pass (Dead),Ramón Terrats,Fouled,,CB,CAM,MF
1,2,2023-08-18,La Liga,Matchweek 2,Away,Gerard Moreno,Mallorca,Y*,0.86,0.94,Right Foot,2.0,62,0-0,Predrag Rajković,,Alexander Sørloth,Shot,,,,ST,ST,
2,3,2023-08-27,La Liga,Matchweek 3,Home,Juan Foyth,Barcelona,Y,0.06,0.24,Head,9.0,26,0-2,Marc-André ter Stegen,Alex Baena,Alex Baena,Pass (Dead),Alfonso Pedraza,Shot,,RB,CAM,LB
3,4,2023-08-27,La Liga,Matchweek 3,Home,Alexander Sørloth,Barcelona,Y,0.84,0.92,Left Foot,4.0,40,1-2,Marc-André ter Stegen,Alfonso Pedraza,Gerard Moreno,Pass (Live),Alexander Sørloth,Pass (Live),,ST,ST,ST
4,5,2023-08-27,La Liga,Matchweek 3,Home,Alex Baena,Barcelona,Y,0.15,0.8,Right Foot,14.0,50,2-2,Marc-André ter Stegen,Alfonso Pedraza,Alfonso Pedraza,Pass (Live),Filip Jørgensen,Pass (Live),,CAM,LB,GK
5,6,2023-09-01,La Liga,Matchweek 4,Away,Alexander Sørloth,Cádiz,Y,0.15,0.22,Right Foot,7.0,10,0-0,Jeremías Ledesma,,Alexander Sørloth,Take-On,,,,ST,ST,
6,7,2023-09-17,La Liga,Matchweek 5,Home,Gerard Moreno,Almería,Y,0.26,0.56,Right Foot,11.0,45+5,0-1,Luís Maximiano,Alex Baena,Carlos Romero,Pass (Live),Matteo Gabbia,Pass (Live),,ST,LB,CB
7,8,2023-09-17,La Liga,Matchweek 5,Home,Alexander Sørloth,Almería,Y,0.26,0.73,Head,4.0,90+4,1-1,Luís Maximiano,Alberto Moreno,Alberto Moreno,Pass (Live),Santi Comesaña,Pass (Live),,ST,LB,MF
8,9,2023-09-24,La Liga,Matchweek 6,Away,Alexander Sørloth,Rayo Vallecano,Y,0.22,0.13,Left Foot,13.0,15,0-0,Stole Dimitrievski,Alex Baena,Alex Baena,Pass (Live),Alberto Moreno,Pass (Live),,ST,CAM,LB
9,10,2023-09-27,La Liga,Matchweek 7,Home,Daniel Parejo,Girona,Y,0.79,0.97,Right Foot,13.0,49,0-0,Paulo Gazzaniga,,Étienne Capoue,Fouled,Étienne Capoue,Take-On,,MF,MF,MF
10,11,2023-10-05,Europa Lg,Group stage,Home,Alexander Sørloth,Rennes,Y,0.03,0.23,Left Foot,26.0,36,0-0,Steve Mandanda,,Alex Baena,Fouled,,,,ST,CAM,
11,12,2023-10-08,La Liga,Matchweek 9,Home,Gerard Moreno,Las Palmas,N,0.04,0.1,Left Foot,27.0,90+2,0-2,Álvaro Vallés,Ilias Akhomach,Ilias Akhomach,Pass (Live),Kiko Femenía,Pass (Live),,ST,RW,RB
13,14,2023-10-30,La Liga,Matchweek 11,Away,Gerard Moreno,Granada,Y,0.31,0.56,Left Foot,12.0,18,0-0,André Ferreira,Alexander Sørloth,Alexander Sørloth,Pass (Live),Alexander Sørloth,Take-On,,ST,ST,ST
14,15,2023-10-30,La Liga,Matchweek 11,Away,Gerard Moreno,Granada,Y,0.79,0.99,Left Foot,13.0,23,1-0,André Ferreira,,Alexander Sørloth,Fouled,Alex Baena,Pass (Live),,ST,ST,CAM
15,16,2023-10-30,La Liga,Matchweek 11,Away,Alexander Sørloth,Granada,Y,0.04,0.33,Left Foot,18.0,28,2-0,André Ferreira,Daniel Parejo,Daniel Parejo,Pass (Live),Gerard Moreno,Pass (Live),,ST,MF,ST
16,17,2023-11-02,Copa del Rey,First round,Away,Manu Trigueros,Chiclana,Y*,,,,,19,0-0,Fran,Ilias Akhomach,Ilias Akhomach,,,,,MF,RW,
17,18,2023-11-02,Copa del Rey,First round,Away,Pascu,Chiclana,Y,,,,,31,1-0,Fran,Ilias Akhomach,Ilias Akhomach,,,,,ST,RW,
18,19,2023-11-02,Copa del Rey,First round,Away,Manu Trigueros,Chiclana,Y*,,,,,43,2-0,Fran,Carlos Romero,Carlos Romero,,,,,MF,LB,
21,22,2023-11-05,La Liga,Matchweek 12,Home,Gerard Moreno,Athletic Club,Y,0.05,0.39,Left Foot,14.0,86,0-3,Unai Simón,Étienne Capoue,Étienne Capoue,Pass (Live),Alex Baena,Pass (Live),,ST,MF,CAM
22,23,2023-11-05,La Liga,Matchweek 12,Home,Alexander Sørloth,Athletic Club,Y,0.14,0.79,Head,9.0,87,1-3,Unai Simón,Gerard Moreno,Gerard Moreno,Pass (Live),Kiko Femenía,Pass (Dead),,ST,ST,RB
23,24,2023-11-09,Europa Lg,Group stage,Away,Alex Baena,Maccabi Haifa,N,0.18,0.03,Right Foot,14.0,82,0-1,Shareef Keouf,Alberto Moreno,Alberto Moreno,Pass (Live),Étienne Capoue,Pass (Live),,CAM,LB,MF
24,25,2023-11-09,Europa Lg,Group stage,Away,Alexander Sørloth,Maccabi Haifa,Y,0.38,0.78,Left Foot,9.0,86,1-1,Shareef Keouf,Alberto Moreno,Alberto Moreno,Shot,,,,ST,LB,
